,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
cheat,23.200000000000003,13.600000000000001,78.60000000000001,24.5,15.6,57.3,23.841140912296964
root,24.4,17.5,40.699999999999996,32.7,26.700000000000003,42.199999999999996,28.24676972682009
haunt,37.0,28.599999999999998,52.6,13.5,10.299999999999999,19.6,22.34949663862701
frame,38.5,31.900000000000002,48.4,43.0,39.0,48.0,40.68783602011786
regain,32.6,20.4,81.5,16.1,10.4,35.8,22.909823220618705
cultivate,48.1,46.400000000000006,50.0,16.2,18.9,14.2,27.91451235468748
presume,38.0,25.0,79.3,14.399999999999999,9.3,32.2,23.392306427541513
reap,26.6,15.7,86.4,10.100000000000001,5.800000000000001,40.9,16.390851106638728
accommodate,38.3,40.9,36.0,29.9,30.7,29.099999999999998,33.84036051817415
sniff,23.5,18.8,31.6,36.9,32.7,42.3,29.44741075205085
mean,33.019999999999996,25.880000000000003,58.510000000000005,23.73,19.939999999999998,36.160000000000004,26.902050767757334
