,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
fr__20__tf-idf-weighted__agglomerative__dummy.json,55.037000000000006,81.89399999999999,46.47,9.32,22.102999999999998,9.502,17.872872361573076
fr__20__tf-idf-weighted__kmeans__dummy.json,35.77,33.358000000000004,49.653,14.496000000000002,12.636000000000003,20.826999999999998,19.08358258478208
es__20__tf-idf-weighted__agglomerative__dummy.json,53.713,76.633,47.168,9.658999999999999,18.134,10.533,17.30094247358552
es__20__tf-idf-weighted__kmeans__dummy.json,35.702000000000005,33.919000000000004,48.927,14.671999999999999,13.202000000000004,20.669,18.869081468073247
de__20__tf-idf-weighted__agglomerative__dummy.json,54.03,77.231,47.52099999999999,10.799000000000001,20.491000000000003,12.059000000000001,17.903367288251786
de__20__tf-idf-weighted__kmeans__dummy.json,35.394,33.018,48.669,14.935,13.124,21.334999999999994,18.768595759353754
ru__20__tf-idf-weighted__agglomerative__dummy.json,53.83100000000001,80.78999999999999,46.254000000000005,9.307,19.883,10.719000000000001,17.166594201454483
ru__20__tf-idf-weighted__kmeans__dummy.json,35.7,33.751999999999995,48.769000000000005,14.135999999999997,12.847999999999997,19.858999999999998,19.286858987334266
