,fscore,precision,recall,vmeasure,homogenity,completeness,(fs * vm) ** 0.5
cheat,22.400000000000002,13.600000000000001,64.7,20.200000000000003,12.9,46.1,21.271577280493332
root,48.9,54.0,44.7,31.3,40.1,25.7,39.12249992012269
haunt,29.799999999999997,20.0,58.3,23.9,16.6,42.1,26.687450234145636
frame,38.9,44.7,34.4,25.3,28.299999999999997,22.900000000000002,31.37148386672202
regain,37.1,24.099999999999998,81.2,23.400000000000002,15.0,52.900000000000006,29.464215584332127
cultivate,36.4,28.999999999999996,48.8,24.3,22.400000000000002,26.5,29.740880955344952
presume,22.0,13.0,70.6,14.299999999999999,8.7,39.7,17.736967046256808
reap,20.3,11.600000000000001,82.39999999999999,9.2,5.2,40.9,13.666016244685208
accommodate,20.0,13.600000000000001,37.5,45.0,35.5,61.4,30.0
sniff,47.099999999999994,37.5,63.2,59.199999999999996,50.9,70.6,52.804545258907396
mean,32.29,26.110000000000003,58.580000000000005,27.610000000000003,23.560000000000002,42.879999999999995,29.186563639101017
